Row,Labels,sp gen,common name,fam,gen,sp,ColumnID,allgeier_FFG,Valdivia_FFG2,Valdivia_FFG_big Pred Cat,Valdivia_FFG,tp,Valdivia_TP,transient,chondrichthyes,notes,weak tp est.,a.Valdivia,b.Valdivia,a.Allgeier,b.Allgeier,a.final,b.final,Valdivia Value,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chromis,scotti,Chromis scotti,purple chromis,Pomacentridae,Chromis,scotti,PomacentridaeChromissp,Planktivores,Planktivore,Planktivore,Planktivore,3.1,3.4,n,n,,,0.0204,2.9574,0.02445,3.0095,0.0204,2.9574,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holacanthus,ciliaris,Holacanthus ciliaris,queen angelfish,Pomacanthidae,Holacanthus,ciliaris,PomacanthidaeHolacanthussp,omnivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3,2.99,n,n,,,0.0337,2.9,0.0319,2.899,0.0337,2.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarus,vetula,Scarus vetula,queen parrotfish,Scaridae,Scarus,vetula,ScaridaeScarussp,Herbivores,Herbivore,Herbivore,Herbivore,2,2.03,n,n,,,0.0158,3.0515,0.023,2.861,0.0158,3.0515,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarus,vetula (initial phase),Scarus vetula (initial phase),queen parrotfish,Scaridae,Scarus,vetula,ScaridaeScarussp,Herbivores,Herbivore,Herbivore,Herbivore,2,2.03,n,n,,,0.0158,3.0515,0.023,2.861,0.0158,3.0515,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarus,vetula (terminal phase),Scarus vetula (terminal phase),queen parrotfish,Scaridae,Scarus,vetula,ScaridaeScarussp,Herbivores,Herbivore,Herbivore,Herbivore,2,2.03,n,n,,,0.0158,3.0515,0.023,2.861,0.0158,3.0515,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balistes,vetula,Balistes vetula,queen triggerfish,Balistidae,Balistes,vetula,BalistidaeBalistessp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.4,3.4,n,n,,,0.0525,2.783,0.042866667,2.8868,0.0525,2.783,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarus,guacamaia,Scarus guacamaia,rainbow parrotfish,Scaridae,Scarus,guacamaia,ScaridaeScarussp,Herbivores,Herbivore,Herbivore,Herbivore,2,2,n,n,,,0.0155,3.0629,0.023,2.861,0.0155,3.0629,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elagatis,bipinnulata,Elagatis bipinnulata,rainbow runner,Carangidae,Elagatis,bipinnulata,Carangidaespsp,Piscivore-Invertivore,Piscivore Invertivore,pred,Piscivore Invertivore,4.4,3.59,y,n,,,0.0135,2.92,0.022966667,2.945,0.0135,2.92,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halichoeres,pictus,Halichoeres pictus,rainbow wrasse,Labridae,Halichoeres,pictus,LabridaeHalichoeressp,Microinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.5,3.5,n,n,,,0.0052,3.375,0.0111,3.04,0.0052,3.375,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epinephelus,morio,Epinephelus morio,red grouper,Serranidae,Epinephelus,morio,SerranidaeEpinephelussp,Piscivore-Invertivore,Piscivore Invertivore,pred,Piscivore Invertivore,4.2,3.49,n,n,,,0.0367,2.929,0.00946,3.17,0.0367,2.929,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epinephelus,guttatus,Epinephelus guttatus,red hind,Serranidae,Epinephelus,guttatus,SerranidaeEpinephelussp,Piscivore-Invertivore,Piscivore Invertivore,pred,Piscivore Invertivore,4.2,3.88,n,n,,,0.0249,2.839,0.00946,3.17,0.0249,2.839,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparisoma,aurofrenatum,Sparisoma aurofrenatum,redband parrotfish,Scaridae,Sparisoma,aurofrenatum,ScaridaeSparisomasp,Herbivores,Herbivore,Herbivore,Herbivore,2,2.01,n,n,,,0.0129,3.11,0.017133333,3.043666667,0.0129,3.11,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparisoma,aurofrenatum (initial phase),Sparisoma aurofrenatum (initial phase),redband parrotfish,Scaridae,Sparisoma,aurofrenatum,ScaridaeSparisomasp,Herbivores,Herbivore,Herbivore,Herbivore,2,2.01,n,n,,,0.0129,3.11,0.017133333,3.043666667,0.0129,3.11,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparisoma,aurofrenatum (terminal phase),Sparisoma aurofrenatum (terminal phase),Redband Parrotfish,Scaridae,Sparisoma,aurofrenatum (terminal phase),ScaridaeSparisomasp,Herbivore,Herbivore,Herbivore,Herbivore,2.01,2.01,n,n,,,0.0129,3.11,0.017133333,3.043666667,0.0129,3.11,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ophioblennius,atlanticus,Ophioblennius atlanticus,redlip blenny,Blennidae ,Ophioblennius,atlanticus,NM,#N/A,Herbivore,Herbivore,Herbivore,#N/A,2.01,n,n,no model,,0.0324,2.379,NA,NA,0.0324,2.379,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparisoma,chrysopterum,Sparisoma chrysopterum,redtail parrotfish,Scaridae,Sparisoma,chrysopterum,ScaridaeSparisomachrysopterum,Herbivores,Herbivore,Herbivore,Herbivore,2,2,n,n,,,0.0099,3.1708,0.0129,3.11,0.0099,3.1708,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaetodon,sedentarius,Chaetodon sedentarius,reef butterflyfish,Chaetodontidae,Chaetodon,sedentarius,ChaetodontidaeChaetodonsp,Microinvertivore,Microinvertivore,Microinvertivore,Microinvertivore,2.8,2.78,n,n,,,0.0252,3.076,0.022,3.19,0.0252,3.076,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carcharhinus,perezi,Carcharhinus perezi,reef shark,Carcharhinidae,Carcharhinus,perezi,NM,#N/A,Apex predator,pred,Piscivore,#N/A,4.5,y,y,,,0.0271,3,NA,NA,0.0271,3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holocentrus,coruscum,Holocentrus coruscum,reef squirrelfish,Holocentridae,Holocentrus,adscensionis,HolocentridaeHolocentrussp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.5,3.6,n,n,,,0.0216,2.814,0.0198,3,0.0216,2.814,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sargocentron,coruscum,Sargocentron coruscum,reef squirrelfish,Holocentridae,Sargocentron,vexillarium,Holocentridaespsp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.5,3.5,n,n,,,0.0216,2.814,0.0198,3,0.0216,2.814,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starksia,hassi,Starksia hassi,Ringed blenny,Labrisomidae,Starksia,hassi,NM,#N/A,Microinvertivore,Microinvertivore,Microinvertivore,,3.43,n,n,,,NA,NA,NA,NA,NA,NA,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holacanthus,tricolor,Holacanthus tricolor,rock beauty,Pomacanthidae,Holacanthus,tricolor,PomacanthidaeHolacanthussp,omnivore,Large Omnivore,Omnivore,Omnivore,3,3,n,n,,,0.0428,2.858,0.0319,2.899,0.0428,2.858,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epinephelus,adscensionis,Epinephelus adscensionis,rock hind,Serranidae,Epinephelus,adscensionis,SerranidaeEpinephelussp,Piscivore-Invertivore,Piscivore Invertivore,pred,Piscivore Invertivore,4.2,3.51,n,n,,,0.0153,3,0.00946,3.17,0.0153,3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acanthemblemaria,aspera,Acanthemblemaria aspera,Roughhead blenny,Chaenopsidae,Acanthemblemaria,aspera,NM,#N/A,Microinvertivore,Microinvertivore,Microinvertivore,,3.12,n,n,,,NA,NA,NA,NA,NA,NA,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priolepis,hipoliti,Priolepis hipoliti,Rusty Goby,Gobiidae,Priolepis,hipoliti,NM,#N/A,Microinvertivore,Microinvertivore,Microinvertivore,,3.5,n,n,,,NA,NA,NA,NA,NA,NA,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haemulon,parra,Haemulon parra,sailors choice,Haemulidae,Haemulon,parra,HaemulidaeHaemulonparra,Macroinvertivore,Piscivore Invertivore,pred,Macroinvertivore,3.5,3.47,n,n,,,0.0199,2.993,0.0199,2.993,0.0199,2.993,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synodus,intermedius,Synodus intermedius,sand diver,Synodontidae,Synodus,intermedius,Syngnathidaespsp,Piscivore Invertivore,Piscivore Invertivore,pred,Piscivore Invertivore,4.3,4.21,n,n,,,0.0099,2.999,0.0004,3.122,0.0099,2.999,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malacanthus,plumieri,Malacanthus plumieri,sand tilefish,Malacanthus,Malacanthus,plumieri,NM,#N/A,Macroinvertivore,Macroinvertivore,Macroinvertivore,#N/A,3.6,n,n,no model,,0.027,2.629,NA,NA,0.027,2.629,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calamus,calamus,Calamus calamus,saucereye porgy,Sparidae,Calamus,calamus,SparidaeCalamussp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.3,3.26,p,n,,,0.0429,2.801,0.0457,2.82,0.0429,2.801,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycteroperca,phenax,Mycteroperca phenax,scamp,Serranidae,Mycteroperca,phenax,SerranidaeMycteropercasp,Piscivore-Invertivore,Macroinvertivore,Macroinvertivore,Piscivore Invertivore,4.5,4.5,n,n,,,0.0144,3,0.0086,3.133333333,0.0144,3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lutjanus,apodus,Lutjanus apodus,schoolmaster,Lutjanidae,Lutjanus,apodus,LutjanidaeLutjanusapodus,Piscivore-Invertivore,Piscivore Invertivore,pred,Piscivore Invertivore,4.4,4.17,n,n,,,0.0194,2.9779,0.0194,2.978,0.0194,2.9779,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acanthostracion,quadricornis,Acanthostracion quadricornis,scrawled cowfish,Ostraciidae,Acanthostracion,quadricornis,Ostraciidaespsp,omnivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.5,3.02,n,n,,,0.153,2.25,0.0295,3,0.153,2.25,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aluterus,scriptus,Aluterus scriptus,scrawled filefish,Monacanthidae,Aluterus,scriptus,Tetraodontiformesspsp,omnivore,Large Omnivore,Omnivore,Omnivore,2.8,2.76,n,n,,,0.0022,3,0,0,0.0022,3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acanthemblemaria,maria,Acanthemblemaria maria,Secretary blenny,Chaenopsidae,Acanthemblemaria,maria,NM,#N/A,Small Omnivore,Omnivore,Omnivore,,3.37,n,n,,,NA,NA,NA,NA,NA,NA,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abudefduf,saxatilis,Abudefduf saxatilis,sergeant major,Pomacentridae,Abudefduf,saxatilis,PomacentridaeAbudefdufsp,omnivore,Small Omnivore,Omnivore,Omnivore,3.4,3.41,n,n,,,0.0227,3.142,0.017,3.12,0.0227,3.142,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elacatinus,evelynae,Elacatinus evelynae,Sharknose goby,Gobiidae,Elacatinus,evelynae,NM,#N/A,Microinvertivore,Microinvertivore,Microinvertivore,,3.37,n,n,,,NA,NA,NA,NA,NA,NA,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echeneis,naucrates,Echeneis naucrates,sharksucker,Echeneidae,Echeneis,naucrates,NM,#N/A,Macroinvertivore,Macroinvertivore,Macroinvertivore,#N/A,3.36,y,n,no model,,0.0008,3.358,NA,NA,0.0008,3.358,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
